"vess","yr","month","tech_1","tech_2","tech_3","lat","lon","catch"
"ID_2",1996,11,1,0,0,9,496,0.959592388850657
"ID_6",1988,4,1,1,0,45,96,30.6651293589247
"ID_15",1991,4,0,0,0,271,544,0.190185274199887
"ID_16",2008,9,1,1,1,102,334,26.0807754678751
"ID_13",1997,2,1,0,0,225,417,16.003443172277
"ID_12",1990,10,1,0,0,80,31,22.9029578940045
"ID_11",1980,11,0,0,0,43,568,82.9651867026869
"ID_5",1986,2,1,0,0,219,535,19.6196452191722
"ID_16",2000,1,1,1,1,159,380,80.2758433675499
"ID_17",1992,5,1,0,0,320,409,0.434235372624794
"ID_17",1993,11,1,0,0,327,142,62.4944986397634
"ID_12",1998,11,1,1,0,316,43,37.1984349965213
"ID_13",1993,4,1,0,0,320,295,8.45274947099045
"ID_12",2005,1,1,1,0,65,95,44.2450472505468
"ID_4",1985,9,1,0,0,184,100,50.8961594291848
"ID_16",2004,12,1,1,1,106,362,128.003135928934
"ID_14",1996,5,1,1,0,353,57,63.3362446249073
"ID_6",1993,3,1,1,0,225,393,56.4409223134902
"ID_13",2002,9,1,0,0,341,254,1.87403503242938
"ID_17",2008,8,1,1,0,24,210,3.97266497266184
"ID_8",2005,3,1,1,0,198,264,16.5457462575334
"ID_16",1989,5,1,0,0,98,482,21.8053717247909
"ID_10",1988,11,0,0,0,124,195,6.97555917373449
"ID_17",1994,9,1,0,0,74,524,22.1551613871065
"ID_7",1990,5,1,0,0,48,139,71.2623188522884
"ID_7",2005,8,1,1,0,103,582,0.23485662690498
"ID_17",2003,11,1,0,0,123,397,9.58286893589652
"ID_11",2009,1,1,1,1,149,149,80.4078663419227
"ID_10",1996,7,1,1,0,335,8,43.0122786369374
"ID_1",1993,10,1,1,0,70,496,90.4678558423485
"ID_7",1995,3,1,0,0,271,456,27.1876429050905
"ID_11",1997,10,1,1,0,353,300,0.256597921206252
"ID_15",1999,4,1,0,0,387,172,36.010809308545
"ID_10",2007,2,1,1,1,180,37,122.61566469819
"ID_8",1998,5,1,0,0,237,19,14.5939312123059
"ID_2",2001,7,1,1,0,94,533,29.4984469614193
"ID_13",1991,7,1,0,0,266,329,25.4203302758654
"ID_12",1980,6,0,0,0,232,454,335.719170964559
"ID_15",2003,12,1,1,0,303,232,13.0107739645757
"ID_4",1981,3,0,0,0,321,507,57.6224919341206
"ID_6",1991,2,1,1,0,47,392,4.86092120792081
"ID_15",1984,4,0,0,0,340,343,8.98316414447368
"ID_5",1994,6,1,0,0,131,467,27.8286325855034
"ID_10",2004,3,1,1,1,251,453,29.9374560558797
"ID_15",1980,12,0,0,0,190,249,182.744675428134
"ID_19",1981,12,0,0,0,111,152,67.3881150214219
"ID_1",2001,6,1,1,1,118,343,219.445286560948
"ID_11",1986,9,0,0,0,224,248,34.5553239510676
"ID_3",1989,7,1,0,0,81,87,49.2462644997552
"ID_3",1982,3,0,0,0,70,130,184.566377014732
"ID_19",1980,6,0,0,0,123,76,34.9303421007767
"ID_6",2006,8,1,1,1,118,310,72.4820591566882
"ID_7",1982,7,0,0,0,150,287,140.887550856803
"ID_2",2002,3,1,1,0,299,510,1.07943787406285
"ID_10",1992,11,1,0,0,227,186,24.5847087343984
"ID_1",2002,8,1,1,1,326,528,0.0591979812920397
"ID_18",2007,10,1,1,0,63,462,2.46415440086179
"ID_1",1984,3,1,0,0,26,219,26.4280705614736
"ID_4",1994,2,1,1,0,115,348,76.6580613695811
"ID_9",1990,9,1,0,0,280,305,9.94640814391414
"ID_15",2003,8,1,1,0,242,429,83.6959455895264
"ID_4",2007,6,1,1,0,43,550,0.0698899009916623
"ID_12",2004,8,1,1,0,349,126,208.692902334267
"ID_20",1986,9,1,0,0,151,90,54.2671611084142
"ID_9",1994,1,1,0,0,275,116,1.84894511776726
"ID_1",2008,11,1,1,1,333,313,8.92933544954282
"ID_20",1991,4,1,0,0,84,109,46.942962759884
"ID_16",2003,12,1,1,1,327,22,34.9518984375603
"ID_12",1980,12,0,0,0,311,143,27.9266691264837
"ID_17",2008,4,1,1,0,271,558,0.0000912815586209565
"ID_13",1984,8,0,0,0,15,537,52.0576653137383
"ID_3",1982,12,0,0,0,140,521,15.4893015658114
"ID_18",1999,5,1,1,0,219,300,78.5655087115235
"ID_6",1993,10,1,1,0,334,568,0.00350089118896673
"ID_7",1990,5,1,0,0,240,82,7.13741485591428
"ID_15",1981,2,0,0,0,68,234,47.3443531791185
"ID_2",1999,7,1,1,0,373,400,2.36050069668301
"ID_9",1983,1,1,0,0,28,565,63.4472438330194
"ID_3",1993,7,1,0,0,250,215,13.297649910393
"ID_10",1987,3,0,0,0,108,160,30.4581191662819
"ID_7",1989,10,1,0,0,143,302,2.07296192940978
"ID_7",1994,10,1,0,0,114,347,137.596191976207
"ID_1",2005,3,1,1,1,363,34,39.1261833593871
"ID_9",1989,4,1,0,0,350,502,0.00622504437336125
"ID_5",2009,11,1,1,0,224,265,38.8257006727761
"ID_20",1996,9,1,1,0,104,485,116.002437330428
"ID_15",1989,6,0,0,0,258,466,4.99174080204491
"ID_11",1985,6,0,0,0,111,534,45.0979269490938
"ID_18",2005,1,1,1,0,9,401,0.031527722338459
"ID_12",1987,3,1,0,0,91,67,40.4176521281674
"ID_19",2009,2,1,1,1,106,328,39.0160207609422
"ID_2",2002,2,1,1,0,103,505,11.0678800571291
"ID_10",1998,9,1,1,1,371,159,96.8794355151009
"ID_7",2005,3,1,1,0,84,509,2.37448510147671
"ID_9",2002,9,1,1,0,178,441,201.730162661449
"ID_7",1989,2,1,0,0,301,365,61.8713665667504
"ID_18",1981,11,0,0,0,139,190,13.7098709861067
"ID_8",1998,9,1,0,0,58,16,32.0238168361247
"ID_6",2003,4,1,1,1,98,420,18.6745556844247
"ID_9",1980,5,0,0,0,103,185,110.092076849633
"ID_20",2003,4,1,1,0,189,181,201.058369749366
"ID_14",1980,6,0,0,0,243,8,12.4990276151378
"ID_2",1994,7,0,0,0,12,476,3.88339976765005
"ID_10",2004,8,1,1,1,189,423,168.56954397754
"ID_8",1986,9,0,0,0,175,568,6.98859919530875
"ID_20",1987,7,1,0,0,288,201,4.15333514432052
"ID_13",2000,12,1,0,0,84,428,14.3994446845187
"ID_19",1993,3,1,1,0,316,159,33.0538910630789
"ID_6",2003,6,1,1,1,30,410,0.436767291640431
"ID_17",1987,8,0,0,0,248,497,20.3117901577117
"ID_9",2002,8,1,1,0,22,98,124.747428046296
"ID_8",1991,8,1,0,0,269,104,4.02100767828454
"ID_16",1985,6,0,0,0,99,201,24.9121600694286
"ID_17",2007,8,1,1,0,341,589,0.0000000924888625831981
"ID_16",1994,10,1,1,1,260,203,195.765216045413
"ID_9",2003,9,1,1,0,377,169,11.2123782002055
"ID_8",2004,2,1,1,0,68,400,5.75437717119147
"ID_15",2006,2,1,1,0,107,424,22.8127668705122
"ID_11",1982,10,0,0,0,8,173,66.3887440947338
"ID_1",1988,9,1,0,0,165,138,3.39787466749793
"ID_16",1995,9,1,1,1,286,273,84.6950031274682
"ID_11",2006,3,1,1,1,372,223,0.148433012880462
"ID_4",1983,10,1,0,0,130,536,24.8635550982705
"ID_12",1986,3,0,0,0,345,75,33.7536981902558
"ID_5",1988,8,1,0,0,249,498,15.2105480502146
"ID_9",1981,12,0,0,0,152,523,93.1196020572885
"ID_6",2002,12,1,1,1,13,353,0.896811203799753
"ID_2",2005,2,1,1,0,375,253,0.469145756873832
"ID_15",1989,2,0,0,0,188,196,18.0059546738317
"ID_18",1991,11,1,0,0,24,315,0.30604531020141
"ID_16",2001,3,1,1,1,55,341,130.132283462647
"ID_15",2003,3,1,1,0,267,453,22.0561121644168
"ID_17",1983,2,0,0,0,161,364,22.1894003543347
"ID_8",1997,4,1,0,0,330,56,24.1520189595352
"ID_10",2000,9,1,1,1,122,225,19.1143544621642
"ID_20",1992,7,1,1,0,54,321,0.590447035532596
"ID_6",1993,5,1,1,0,16,107,135.231763471262
"ID_16",1987,2,1,0,0,300,473,12.9644774604337
"ID_18",1985,10,1,0,0,358,429,11.407579389316
"ID_1",2000,3,1,1,1,122,291,47.9902763915891
"ID_17",1989,8,1,0,0,301,539,0.0253979591717544
"ID_5",1990,4,1,0,0,189,230,58.1967396987223
"ID_10",2005,8,1,1,1,23,498,0.070992511042231
"ID_5",1987,11,1,0,0,54,239,9.26972380837774
"ID_12",1981,11,0,0,0,217,324,45.6688173374749
"ID_4",1985,3,1,0,0,106,511,24.1921518795546
"ID_18",1990,10,1,0,0,356,153,77.0800398521064
"ID_4",2003,4,1,1,0,309,492,0.592374266479678
"ID_6",1997,10,1,1,0,90,405,17.3204604974377
"ID_7",1993,10,1,0,0,52,575,0.951564989500157
"ID_12",2004,1,1,1,0,45,303,10.1540990160865
"ID_19",2000,3,1,1,0,389,419,0.0167190866551605
"ID_19",1982,6,0,0,0,212,446,104.659104529573
"ID_17",1992,3,1,0,0,325,205,13.7585880768485
"ID_17",1982,1,0,0,0,371,328,0.751889661134027
"ID_18",1991,5,1,0,0,101,351,13.6383971291592
"ID_11",1992,7,0,0,0,210,251,13.4190507657668
"ID_19",1982,7,0,0,0,340,93,36.5078012631218
"ID_12",2004,6,1,1,0,370,72,33.6907582786587
"ID_17",2003,1,1,0,0,265,427,26.2537891828938
"ID_18",1981,7,0,0,0,35,348,0.674593177083923
"ID_18",2004,7,1,1,0,91,166,14.3021152788166
"ID_2",2004,5,1,1,0,281,474,3.00238441515833
"ID_9",1982,1,1,0,0,330,414,318.883632389622
"ID_4",2004,6,1,1,0,185,477,13.8800796620642
"ID_5",1995,11,1,0,0,218,199,46.2524764240326
"ID_19",1996,6,1,1,0,88,154,32.7495391870351
"ID_9",2009,1,1,1,1,91,360,29.4959136454921
"ID_2",1986,12,0,0,0,162,185,6.77906500490964
"ID_3",2007,5,1,1,1,74,501,5.00812032737974
"ID_16",1995,11,1,1,1,53,329,6.98028421798609
"ID_14",1982,9,0,0,0,50,529,24.1672704720243
"ID_3",2007,7,1,1,1,19,494,0.235257923635914
"ID_17",1995,9,1,0,0,381,437,0.0249660157304833
"ID_6",1983,11,0,0,0,76,109,124.211612151585
"ID_17",2008,12,1,1,0,174,12,71.0311650286886
"ID_11",2005,4,1,1,1,126,205,53.3747981583347
"ID_17",2009,5,1,1,0,107,317,29.7487389142975
"ID_6",2005,9,1,1,1,102,334,81.2002820891337
"ID_5",1999,3,1,1,0,237,581,0.0316495449378605
"ID_5",1986,7,1,0,0,55,263,19.4190644250454
"ID_6",1981,12,0,0,0,103,258,16.3499139680138
"ID_15",2001,5,1,1,0,138,288,69.0162354631162
"ID_10",1998,1,1,1,1,262,377,47.3652721217152
"ID_19",1997,5,1,1,0,124,304,19.0568590199894
"ID_20",1992,5,1,1,0,204,273,9.3961268546437
"ID_17",1983,4,0,0,0,113,153,64.4292840512099
"ID_9",1987,5,1,0,0,353,176,47.3130536722559
"ID_12",1982,6,0,0,0,339,175,230.789237633825
"ID_4",1984,9,1,0,0,80,77,88.5106572367564
"ID_2",2004,6,1,1,0,200,438,23.7511478413183
"ID_8",2004,10,1,1,0,233,307,85.0493382614983
"ID_4",1983,6,1,0,0,51,105,52.1565957889092
"ID_19",1984,8,0,0,0,7,111,9.94420587364836
"ID_19",1993,6,1,1,0,122,71,38.4276932730015
"ID_1",1994,3,1,1,0,31,405,0.314583282332419
"ID_15",2004,5,1,1,0,344,386,4.78887249796973
"ID_10",1983,8,0,0,0,173,87,71.0242285865038
"ID_11",2001,8,1,1,1,87,334,294.667444973042
"ID_9",2003,3,1,1,0,20,167,28.3778164835432
"ID_10",1980,6,0,0,0,98,38,44.538746118599
"ID_8",1991,12,1,0,0,97,478,27.6756799190212
"ID_4",2001,1,1,1,0,214,490,5.5823998622359
"ID_14",2003,7,1,1,0,266,500,1.0382025510038
"ID_12",2003,11,1,1,0,331,286,27.9968083992318
"ID_10",1996,7,1,1,0,177,337,116.837962084237
"ID_19",2002,6,1,1,0,152,343,92.0549480957039
"ID_4",2001,8,1,1,0,310,29,30.4824629362456
"ID_18",2009,9,1,1,0,289,317,11.6246647130009
"ID_18",1981,4,0,0,0,97,590,59.5015005405943
"ID_2",1997,1,1,0,0,150,484,103.72203411712
"ID_19",1994,5,1,1,0,389,505,0.00406058492098475
"ID_13",1994,2,1,0,0,335,131,283.293176314211
"ID_4",1991,9,1,0,0,95,41,15.8663791049785
"ID_18",1992,9,1,0,0,58,54,48.5968549456844
"ID_13",1994,8,1,0,0,245,426,53.1761727807474
"ID_20",2005,5,1,1,0,274,302,106.553007373105
"ID_10",1992,8,1,0,0,105,120,31.4032293827324
"ID_8",2004,12,1,1,0,322,536,0.0125336333789795
"ID_4",2006,3,1,1,0,67,64,69.028946427347
"ID_7",2005,6,1,1,0,231,436,27.3372616686667
"ID_12",2008,2,1,1,0,63,571,0.0381070731517111
"ID_12",1981,11,0,0,0,342,68,70.0158501272168
"ID_18",2009,11,1,1,0,71,14,45.1880116891454
"ID_16",2007,4,1,1,1,267,257,176.534231933514
"ID_10",1997,3,1,1,1,115,482,346.153849324167
"ID_2",2004,4,1,1,0,151,26,53.616921369594
"ID_13",1996,2,1,0,0,252,260,3.46977952505603
"ID_15",2009,7,1,1,0,312,62,12.2907189312515
"ID_7",1986,10,0,0,0,379,359,15.0798835023031
"ID_8",2001,11,1,0,0,206,330,57.6503168742814
"ID_13",1988,10,1,0,0,110,584,6.49572187360072
"ID_5",1999,1,1,1,0,269,560,0.0225173753545595
"ID_6",1992,2,1,1,0,36,96,32.6765094251906
"ID_19",2000,8,1,1,0,362,168,56.2453407851202
"ID_8",1992,6,1,0,0,112,552,23.342916107735
"ID_6",1998,10,1,1,0,392,518,0.0535643240129978
"ID_5",1995,1,1,0,0,151,477,51.8349166671186
"ID_18",2005,6,1,1,0,340,90,39.7833325060353
"ID_1",2007,6,1,1,1,125,168,25.9537982631235
"ID_15",1999,4,1,0,0,18,94,77.5521079308285
"ID_1",1992,6,1,1,0,193,497,19.2424915988881
"ID_5",1995,12,1,0,0,348,487,0.208795029493419
"ID_20",1993,12,1,1,0,290,308,8.3300695035302
"ID_3",2000,4,1,1,0,188,403,23.9860774871118
"ID_10",1996,2,1,1,0,148,496,59.7364739168763
"ID_11",1997,12,1,1,0,51,102,88.2462164557632
"ID_2",1990,9,0,0,0,95,234,4.12690975046205
"ID_7",2009,3,1,1,0,207,426,88.2941596550729
"ID_18",1989,5,1,0,0,223,462,10.4164698494206
"ID_2",1989,5,0,0,0,366,269,0.0856524963007472
"ID_3",2009,12,1,1,1,258,152,37.7686751099102
"ID_5",1987,9,1,0,0,278,419,86.8962820968415
"ID_15",1996,3,1,0,0,56,127,143.122381469305
"ID_17",1992,10,1,0,0,83,125,38.7202821915091
"ID_17",1990,8,1,0,0,72,333,0.572041096863575
"ID_11",1997,7,1,1,0,149,15,27.5165889689768
"ID_12",1981,1,0,0,0,159,399,198.742832537044
"ID_14",1996,4,1,1,0,165,496,11.1320989558676
"ID_18",1984,4,1,0,0,57,156,73.9193067690605
"ID_10",2004,7,1,1,1,243,235,20.2446820025776
"ID_4",1992,10,1,0,0,23,46,61.0300313583452
"ID_8",1984,10,0,0,0,391,485,0.0680872466897825
"ID_6",2003,6,1,1,1,245,246,48.6865897953044
"ID_15",1998,2,1,0,0,303,185,6.35172197863935
"ID_3",1998,12,1,1,0,288,431,40.3107647722881
"ID_10",1994,6,1,1,0,186,408,57.0044107478321
"ID_11",1989,4,0,0,0,279,347,25.6245341063785
"ID_8",1985,5,0,0,0,137,396,27.5464437484207
"ID_20",1988,10,1,0,0,235,293,2.26793234737857
"ID_2",2001,4,1,1,0,136,110,31.4739471714721
"ID_16",1985,10,0,0,0,169,175,13.8091504632186
"ID_20",1983,3,0,0,0,338,40,21.7627903615928
"ID_13",1990,8,1,0,0,275,524,0.0532997689966445
"ID_2",2007,10,1,1,0,154,240,16.3135925619621
"ID_14",2001,6,1,1,0,200,466,41.5652779123838
"ID_9",1997,1,1,0,0,271,341,29.3504756150583
"ID_14",1987,8,0,0,0,241,267,17.1131413754311
"ID_4",1985,11,1,0,0,61,251,14.3265803700506
"ID_14",1991,3,1,1,0,190,375,89.1274275377644
"ID_18",1994,8,1,0,0,99,482,88.5547961414174
"ID_17",1981,10,0,0,0,54,139,134.937704005788
"ID_2",2004,7,1,1,0,162,475,19.8668440468084
"ID_17",1986,3,0,0,0,317,354,38.8839906917936
"ID_11",1997,5,1,1,0,207,153,44.4955045280923
"ID_13",1996,6,1,0,0,316,459,2.84409458643658
"ID_6",1990,2,1,1,0,101,257,5.31829169054949
"ID_12",2002,2,1,1,0,187,334,125.604337370456
"ID_15",1991,9,0,0,0,287,515,1.71370776013608
"ID_9",1995,6,1,0,0,318,48,17.7766219555127
"ID_3",1998,9,1,1,0,143,12,26.3497512825754
"ID_2",1989,7,0,0,0,242,276,5.6406356777824
"ID_1",1988,7,1,0,0,295,202,3.33660784919798
"ID_4",2007,7,1,1,0,190,161,61.1405689254211
"ID_13",1997,5,1,0,0,61,74,85.6107212127454
"ID_8",1983,10,0,0,0,211,27,106.000787123518
"ID_16",2008,12,1,1,1,213,221,18.2227496072317
"ID_8",1992,10,1,0,0,127,437,12.1125076008199
"ID_17",2004,6,1,1,0,351,108,116.722159776796
"ID_5",1994,2,1,0,0,345,322,0.0417505226779989
"ID_19",1993,5,1,1,0,135,382,169.819031778008
"ID_17",1981,12,0,0,0,83,296,13.8067858107326
"ID_10",2003,10,1,1,1,178,147,70.5623683639138
"ID_15",1999,10,1,0,0,58,88,158.22815982238
"ID_16",1999,3,1,1,1,160,192,70.5079022123932
"ID_1",1999,8,1,1,1,375,533,0.0147444352034317
"ID_2",2002,7,1,1,0,342,311,8.45398746114665
"ID_10",1980,3,0,0,0,181,335,134.891688654602
"ID_15",1984,4,0,0,0,134,571,39.2603905308856
"ID_15",2002,12,1,1,0,334,353,5.25130509280255
"ID_8",1986,8,0,0,0,322,211,30.8333986078376
"ID_10",1984,2,0,0,0,117,110,35.9175506190473
"ID_19",2008,3,1,1,1,107,249,22.1292431665569
"ID_3",2002,12,1,1,1,44,572,0.0152003584791306
"ID_3",1995,12,1,0,0,372,284,0.234159839449026
"ID_2",2009,1,1,1,0,55,419,5.22289083846276
"ID_12",1997,12,1,1,0,163,383,98.4223333767999
"ID_1",1993,2,1,1,0,132,503,31.9088902502322
"ID_2",1997,3,1,0,0,64,494,36.7050624439061
"ID_14",1983,1,0,0,0,153,304,39.5040295721237
"ID_13",1987,3,1,0,0,316,392,26.5920072704576
"ID_6",1992,8,1,1,0,368,79,20.0560543158784
"ID_9",1998,12,1,1,0,254,298,54.6350413308606
"ID_13",2004,5,1,1,0,62,229,2.36354539653682
"ID_7",2004,5,1,1,0,234,399,44.0848587289649
"ID_14",2007,2,1,1,0,260,164,7.69187040051326
"ID_6",2003,7,1,1,1,118,114,66.4445994952362
"ID_2",1991,8,0,0,0,80,463,7.80180420377361
"ID_1",1990,1,1,1,0,334,358,10.997574032344
"ID_19",1983,8,0,0,0,261,123,9.32869790336209
"ID_9",1989,11,1,0,0,233,199,36.4490926659075
"ID_16",1990,12,1,0,0,95,531,76.1016367251827
"ID_13",1982,7,0,0,0,229,471,42.5230744968419
"ID_2",1990,12,0,0,0,286,126,2.32183900779669
"ID_16",1990,3,1,0,0,229,148,47.1828780067472
"ID_17",2002,5,1,0,0,148,313,100.284942761121
"ID_9",1984,4,1,0,0,60,161,103.170020957275
"ID_6",1996,10,1,1,0,266,271,10.4706662729345
"ID_15",2001,12,1,1,0,218,34,35.5127357957104
"ID_7",1980,4,0,0,0,370,386,5.73291531663206
"ID_5",1994,10,1,0,0,225,353,80.3692155880821
"ID_11",1991,3,0,0,0,146,438,29.2160651820689
"ID_1",1989,3,1,0,0,359,405,2.37496660306933
"ID_3",2008,1,1,1,1,129,407,65.3917022036677
"ID_10",1984,9,0,0,0,11,318,2.24427170863696
"ID_19",1988,11,0,0,0,337,121,32.755312722492
"ID_20",1987,2,1,0,0,282,57,3.89814535757531
"ID_9",1991,7,1,0,0,197,291,16.7623428251419
"ID_15",1997,4,1,0,0,277,245,74.9617459612614
"ID_5",1983,12,0,0,0,291,196,16.4433812441957
"ID_11",2005,5,1,1,1,194,554,1.02468316858743
"ID_20",1986,11,1,0,0,90,34,30.4510721767752
"ID_8",1997,12,1,0,0,78,485,105.544135712982
"ID_9",1989,8,1,0,0,21,131,38.3845281714132
"ID_17",2009,1,1,1,0,313,158,3.26482177207788
"ID_5",1999,11,1,1,0,244,277,37.5971628420968
"ID_19",2004,11,1,1,1,361,420,1.57438860291528
"ID_9",1980,7,0,0,0,89,431,31.1457478085192
"ID_2",1996,3,1,0,0,195,478,16.4733836741957
"ID_10",2004,8,1,1,1,374,483,0.114669355746752
"ID_2",1998,8,1,0,0,197,315,38.1965108605288
"ID_11",2002,7,1,1,1,315,50,45.3724790787848
"ID_14",2008,10,1,1,0,176,408,28.0190425208827
"ID_13",1999,10,1,0,0,205,312,39.7630533412363
"ID_12",1997,6,1,1,0,211,331,64.8952726322833
"ID_18",1986,2,1,0,0,149,197,11.3359731718497
"ID_20",1984,5,0,0,0,24,119,30.5130126697635
"ID_6",1989,1,1,1,0,239,202,32.5810561742923
"ID_14",1996,6,1,1,0,182,253,10.4521106683189
"ID_5",1997,7,1,1,0,359,400,1.83212377753644
"ID_9",1986,9,1,0,0,237,392,55.7103423769145
"ID_5",1988,9,1,0,0,349,150,49.7987278287997
"ID_10",1991,10,1,0,0,356,267,0.0930071336430955
"ID_15",2008,10,1,1,0,217,389,32.5080338920133
"ID_12",1986,1,0,0,0,279,251,10.8795549907357
"ID_18",1994,5,1,0,0,147,387,73.2311030569321
"ID_15",1991,3,0,0,0,279,169,2.91655575232703
"ID_4",2004,11,1,1,0,8,212,5.84783955001206
"ID_8",1983,2,0,0,0,72,205,41.0020029584613
"ID_6",1997,6,1,1,0,96,425,18.5898527904201
"ID_17",2006,5,1,1,0,198,504,3.26137602336008
"ID_5",1992,11,1,0,0,216,592,0.0690838735564829
"ID_8",2000,5,1,0,0,162,351,113.314198747528
"ID_8",1980,2,0,0,0,280,377,72.7506157111698
"ID_11",1983,12,0,0,0,85,109,110.894766037963
"ID_13",1997,8,1,0,0,172,403,43.6914581209331
"ID_12",2004,7,1,1,0,233,125,40.8436175320005
"ID_19",1998,4,1,1,0,98,350,46.191689821125
"ID_12",1993,6,1,0,0,258,478,32.7930385458248
"ID_9",1995,1,1,0,0,263,128,12.4179710555165
"ID_19",1986,3,0,0,0,385,492,0.0767287098361313
"ID_19",2000,1,1,1,0,339,479,0.276621438603085
"ID_5",1995,8,1,0,0,360,339,0.0567785490658979
"ID_15",1984,11,0,0,0,281,482,65.2319817358951
"ID_17",1996,6,1,0,0,214,430,30.9449542068455
"ID_17",1982,4,0,0,0,380,13,16.569326817253
"ID_6",1992,12,1,1,0,106,10,12.2226879138848
"ID_10",1991,8,1,0,0,280,106,2.89045044544257
"ID_15",2003,11,1,1,0,263,537,0.166765493671555
"ID_9",1980,8,0,0,0,79,539,147.050853000312
"ID_16",1997,11,1,1,1,297,366,32.5437405144156
"ID_13",1991,9,1,0,0,272,216,3.15646200261468
"ID_9",2002,10,1,1,0,169,561,6.86308559362092
"ID_5",1982,6,0,0,0,85,578,27.2344202715287
"ID_10",1984,10,0,0,0,213,175,83.8036443471515
"ID_15",1991,2,0,0,0,14,237,6.06407070371274
"ID_7",2000,11,1,0,0,293,353,9.43223577889636
"ID_3",1999,11,1,1,0,250,277,98.9006171274307
"ID_17",2008,5,1,1,0,81,279,80.7000069350377
"ID_4",1981,10,0,0,0,31,211,62.8328145158328
"ID_9",1987,11,1,0,0,388,162,44.8447696230154
"ID_20",1993,6,1,1,0,238,289,10.2556341631668
"ID_10",2007,1,1,1,1,353,96,192.220558514432
"ID_19",1991,5,1,1,0,261,579,0.0269136722006258
"ID_12",1990,7,1,0,0,133,18,5.8585709619158
"ID_9",2009,9,1,1,1,34,506,0.73457134050724
"ID_4",2007,11,1,1,0,259,151,20.641976569931
"ID_3",1996,2,1,0,0,376,251,0.663828428555535
"ID_10",1999,2,1,1,1,19,51,183.850303290581
"ID_8",2001,3,1,0,0,26,389,0.291889485036266
"ID_15",1998,7,1,0,0,37,210,21.4984606959427
"ID_3",1985,12,0,0,0,30,352,0.544766564820704
"ID_12",1988,11,1,0,0,102,276,3.08186832015276
"ID_11",1980,7,0,0,0,227,362,18.7672661419487
"ID_6",1994,7,1,1,0,368,435,0.114799639484867
"ID_12",2003,5,1,1,0,244,439,67.3106794492974
"ID_11",1989,12,0,0,0,221,454,11.0805803857557
"ID_15",1997,3,1,0,0,282,148,14.4306675474774
"ID_7",2000,6,1,0,0,388,469,0.00467274250040257
"ID_6",1998,9,1,1,0,321,9,39.9236821428876
"ID_16",1981,7,0,0,0,338,580,4.38175715051724
"ID_18",2009,7,1,1,0,242,536,0.00115921715605951
"ID_6",2001,2,1,1,1,175,538,13.7235926988697
"ID_8",2004,6,1,1,0,37,161,25.5807887846917
"ID_13",1987,8,1,0,0,269,418,62.89216286277
"ID_9",2001,8,1,1,0,260,54,6.08392157051108
"ID_19",1991,2,1,1,0,199,378,115.62446756993
"ID_12",2003,10,1,1,0,213,472,37.1603265845089
"ID_7",1995,11,1,0,0,252,248,4.74965052467312
"ID_18",1983,5,0,0,0,20,353,0.823980378642976
"ID_9",1984,6,1,0,0,351,491,1.47118415760262
"ID_5",1999,3,1,1,0,18,409,0.24538796317362
"ID_18",1999,2,1,1,0,98,347,217.170049345382
"ID_11",2008,11,1,1,1,99,530,1.89959042174523
"ID_17",1994,8,1,0,0,319,314,0.907795578027712
"ID_1",2003,2,1,1,1,25,15,81.8911670250922
"ID_9",1984,8,1,0,0,84,489,6.33092767768639
"ID_17",1986,8,0,0,0,35,277,13.9568252907042
"ID_7",1998,6,1,0,0,280,487,11.2929973438261
"ID_2",1996,7,1,0,0,238,589,0.0153269940359889
"ID_1",2009,9,1,1,1,135,588,0.0267229408095834
"ID_13",1986,5,0,0,0,371,403,12.029019387579
"ID_11",2001,1,1,1,1,219,525,4.83559918484653
"ID_5",1995,7,1,0,0,132,443,26.3972663932168
"ID_10",1996,7,1,1,0,75,177,30.7629262490016
"ID_1",1985,2,1,0,0,219,321,5.07833542743003
"ID_18",1996,8,1,1,0,154,144,9.15344560274153
"ID_15",1996,7,1,0,0,358,406,0.0637287987051055
"ID_7",1983,4,0,0,0,379,467,2.44225454451827
"ID_19",1995,3,1,1,0,267,588,0.00952941346013378
"ID_14",1997,8,1,1,0,241,343,59.6451113846882
"ID_7",1995,3,1,0,0,75,445,11.8931437093988
"ID_18",1995,2,1,1,0,349,382,0.0860913475276957
"ID_13",1986,12,0,0,0,87,338,0.686024758675961
"ID_14",1993,1,1,1,0,138,415,44.5851348295903
"ID_17",2006,4,1,1,0,58,410,2.24740928274116
"ID_12",1981,7,0,0,0,223,56,102.418833669313
"ID_2",1985,11,0,0,0,324,235,6.17199999381791
"ID_16",1981,1,0,0,0,224,300,70.1260365365863
"ID_4",1992,1,1,0,0,201,33,74.4868657117853
"ID_15",2009,4,1,1,0,140,546,1.21562880472719
"ID_2",1983,1,0,0,0,330,463,41.5597583090362
"ID_2",1991,9,0,0,0,197,497,14.6334453072048
"ID_16",1992,8,1,1,1,93,539,63.0618897489056
"ID_12",1995,3,1,0,0,386,136,84.749513031499
"ID_18",2002,9,1,1,0,115,364,61.0235314675193
"ID_10",2000,12,1,1,1,59,433,7.80438056521115
"ID_8",2002,5,1,0,0,115,528,7.29176635867343
"ID_12",2005,9,1,1,0,233,237,9.63106833752162
"ID_20",1994,8,1,1,0,94,60,56.046806822134
"ID_2",1998,2,1,0,0,62,508,27.3617579684153
"ID_18",1998,2,1,1,0,323,472,25.3030915442657
